matrix,mode,threads,schedule,chunk,time_ms
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,guided,100,3.678
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,guided,0,0.162
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,guided,1,0.146
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,guided,10,0.163
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,guided,50,0.154
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,guided,100,0.159
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,guided,0,0.115
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,guided,1,0.130
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,guided,10,0.144
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,guided,50,0.141
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,guided,100,0.121
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,guided,0,0.163
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,guided,1,0.188
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,guided,10,0.171
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,guided,50,0.170
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,guided,100,0.161
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,auto,0,4.166
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,auto,1,4.667
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,auto,10,4.157
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,auto,50,4.204
matrix_mkt/bcspwr10.mtx,parallel (CSB),64,auto,100,2.140
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,auto,0,0.152
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,auto,1,0.160
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,auto,10,0.139
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,auto,50,0.149
matrix_mkt/bcspwr10.mtx,parallel (CSB),32,auto,100,0.146
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,auto,0,0.127
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,auto,1,0.142
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,auto,10,0.132
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,auto,50,0.133
matrix_mkt/bcspwr10.mtx,parallel (CSB),16,auto,100,0.122
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,auto,0,0.164
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,auto,1,0.165
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,auto,10,0.164
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,auto,50,0.178
matrix_mkt/bcspwr10.mtx,parallel (CSB),4,auto,100,0.156
