matrix,mode,threads,schedule,chunk,time_ms
matrix_mkt/bcspwr10.mtx,PAR,16,dynamic,1,0.619
matrix_mkt/bcspwr10.mtx,PAR,16,dynamic,10,0.102
matrix_mkt/bcspwr10.mtx,PAR,16,dynamic,50,0.053
matrix_mkt/bcspwr10.mtx,PAR,16,dynamic,100,0.051
matrix_mkt/bcspwr10.mtx,PAR,4,dynamic,0,1.021
matrix_mkt/bcspwr10.mtx,PAR,4,dynamic,1,1.028
matrix_mkt/bcspwr10.mtx,PAR,4,dynamic,10,0.146
matrix_mkt/bcspwr10.mtx,PAR,4,dynamic,50,0.080
matrix_mkt/bcspwr10.mtx,PAR,4,dynamic,100,0.071
matrix_mkt/bcspwr10.mtx,PAR,64,guided,0,1.401
matrix_mkt/bcspwr10.mtx,PAR,64,guided,1,0.178
matrix_mkt/bcspwr10.mtx,PAR,64,guided,10,0.138
matrix_mkt/bcspwr10.mtx,PAR,64,guided,50,0.108
matrix_mkt/bcspwr10.mtx,PAR,64,guided,100,0.113
matrix_mkt/bcspwr10.mtx,PAR,32,guided,0,0.101
matrix_mkt/bcspwr10.mtx,PAR,32,guided,1,0.101
matrix_mkt/bcspwr10.mtx,PAR,32,guided,10,0.082
matrix_mkt/bcspwr10.mtx,PAR,32,guided,50,0.067
matrix_mkt/bcspwr10.mtx,PAR,32,guided,100,0.065
matrix_mkt/bcspwr10.mtx,PAR,16,guided,0,0.075
matrix_mkt/bcspwr10.mtx,PAR,16,guided,1,0.068
matrix_mkt/bcspwr10.mtx,PAR,16,guided,10,0.060
matrix_mkt/bcspwr10.mtx,PAR,16,guided,50,0.053
matrix_mkt/bcspwr10.mtx,PAR,16,guided,100,0.056
matrix_mkt/bcspwr10.mtx,PAR,4,guided,0,0.064
matrix_mkt/bcspwr10.mtx,PAR,4,guided,1,0.063
matrix_mkt/bcspwr10.mtx,PAR,4,guided,10,0.060
matrix_mkt/bcspwr10.mtx,PAR,4,guided,50,0.062
matrix_mkt/bcspwr10.mtx,PAR,4,guided,100,0.057
matrix_mkt/bcspwr10.mtx,PAR,64,auto,0,0.073
matrix_mkt/bcspwr10.mtx,PAR,64,auto,1,0.077
matrix_mkt/bcspwr10.mtx,PAR,64,auto,10,0.069
matrix_mkt/bcspwr10.mtx,PAR,64,auto,50,0.071
matrix_mkt/bcspwr10.mtx,PAR,64,auto,100,0.072
matrix_mkt/bcspwr10.mtx,PAR,32,auto,0,0.049
matrix_mkt/bcspwr10.mtx,PAR,32,auto,1,0.047
matrix_mkt/bcspwr10.mtx,PAR,32,auto,10,0.047
matrix_mkt/bcspwr10.mtx,PAR,32,auto,50,0.048
matrix_mkt/bcspwr10.mtx,PAR,32,auto,100,0.050
matrix_mkt/bcspwr10.mtx,PAR,16,auto,0,0.042
matrix_mkt/bcspwr10.mtx,PAR,16,auto,1,0.047
matrix_mkt/bcspwr10.mtx,PAR,16,auto,10,0.041
matrix_mkt/bcspwr10.mtx,PAR,16,auto,50,0.042
matrix_mkt/bcspwr10.mtx,PAR,16,auto,100,0.046
matrix_mkt/bcspwr10.mtx,PAR,4,auto,0,0.052
matrix_mkt/bcspwr10.mtx,PAR,4,auto,1,0.050
matrix_mkt/bcspwr10.mtx,PAR,4,auto,10,0.056
matrix_mkt/bcspwr10.mtx,PAR,4,auto,50,0.055
matrix_mkt/bcspwr10.mtx,PAR,4,auto,100,0.052
